OBJECTID,FEATURE_ID,OPERATIONAL,LENGTH,DIRECTION,CARRIAGEWAY,ROAD_NAME,BOROUGH,WEEK_DAYS,SATURDAY,SUNDAY,EVENT_DAYS,VEHICLES,ROUTE,LANE_TYPE,ROADTYPE,YEAR_REMOVED,DATASET_LAST_UPDATED,Shape__Length
50885,807a3046-2a5a-4dae-9078-0eedaa756728,Live,80,East,Nearside,High Street,Hounslow,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","235, 237, 267, E2, E8, N9",Not Applicable,Borough,,2024/08/13 00:00:00+00,79.8029322012023
50886,4d43b035-5cf0-4400-91d7-8ca2bfecfd67,Live,387,North,Nearside,Lordship Lane,Southwark,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","40, 176, 185, P13",Not Applicable,Borough,,2024/08/13 00:00:00+00,387.006268097522
50887,077d47b4-6866-4e51-b34e-4a53395e4767,Live,753,South West,Nearside,Nine Elms Lane,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","156, 344, 436",Not Applicable,TLRN,,2024/08/13 00:00:00+00,753.489036806022
50888,9bab0f85-b5aa-444f-9392-0d0944b1974c,Live,407,East,Nearside,East India Dock Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","108, 115, N15, N551, UL79",Not Applicable,TLRN,,2024/08/13 00:00:00+00,406.740665297097
50889,cb69d225-889a-4b9f-a46b-16d094b4f39d,Live,205,North,Nearside,Stoke Newington High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","67, 73, 76, 106, 149, 243, 276, 393, 476, N73, UL10, UL40, UL60, UL65, UL66, UL69",Not Applicable,TLRN,,2024/08/13 00:00:00+00,205.211357413681
50890,489b00d0-bc8d-467e-84d7-fc1e3da091a3,Live,70,North West,Nearside,Bridgefoot,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"2, 36, 36X, 77, 87, 88, 185, 344, 360, N2, N87, N136, UL37, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,69.8901093615525
50891,cb4d17a5-2a19-4f20-b935-919c8e4c3af5,Live,408,North West,Nearside,New Road,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","145, 174, 175, 287, 687",Not Applicable,Borough,,2024/08/13 00:00:00+00,407.964053670697
50892,6e526edc-3734-4e0d-a442-eafd22026532,Live,413,South West,Nearside,Lea Bridge Road,Waltham Forest,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","55, 56, N38, N55, UL10, UL40, UL60, UL69",Not Applicable,Borough,,2024/08/13 00:00:00+00,413.381836040727
50893,ce1e9cb2-7ada-4761-b529-23810b9b6e94,Live,1590,East,Nearside,Marylebond Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 13, 18, 27, 30, 74, 88, 113, 139, 189, 205, 274, 453, N2, N18, N27, N74, N113, N205, Y18, Y18N, Y27, Y27N",Not Applicable,TLRN,,2024/08/13 00:00:00+00,1589.81503395193
50894,58872845-d101-4bc1-a624-2f2a41a2aa28,Live,197,North West,Nearside,Harlington Road West,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","90, 235, 285, 490, 635, SL7",Not Applicable,TLRN,,2024/08/13 00:00:00+00,196.665173117302
50895,2054cfb9-ce95-4e9b-b5c4-c81b7c46f7cb,Live,352,South,Nearside,Commercial Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 115, 135, N15, N550, UL62",Not Applicable,TLRN,,2024/08/13 00:00:00+00,352.410082353399
50896,6c00769b-ab03-4708-b7d4-ec0d0e90c493,Live,129,North West,Nearside,Hartfield Road,Merton,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","57, 93, 131, 156, 163, 164, 200, 219, N87, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,129.462114060199
50897,fc334151-5b94-4445-bd7f-8b223dee51c8,Live,117,East,Nearside,Kingston Bridge,Richmond upon Thames,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","111, 216, 281, 285, 411, 481, SL7",Not Applicable,Borough,,2024/08/13 00:00:00+00,116.802855653216
50898,26f864b4-e9f7-4360-8efb-d4428f740088,Live,317,North East,Nearside,Greenwich High Road,Greenwich,"07:00-10:00, 16:00-19:00",10:00-16:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","129, 177, 199, 386, N199, UL95",Not Applicable,Borough,,2024/08/13 00:00:00+00,316.745057991564
50899,4eee726b-eef4-40db-ba7f-3604dd7eb8a6,Live,37,West,Nearside,Brockley Rise,Transport for London,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","122, 171, N171",Not Applicable,Borough,,2024/08/13 00:00:00+00,36.6501166984382
50900,c5b71c6d-71f1-45cc-a0cb-f95d0b5114dc,Live,267,South West,Nearside,Cranbrook Road,Redbridge,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","128, 150, 167, 667, 677, N8",Not Applicable,Borough,,2024/08/13 00:00:00+00,266.999993325497
50901,3e721f1b-2884-47a1-9d7e-783ed258f575,Live,40,South,Nearside,Montfichet Road,Newham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"97, 108, 241, 308, 339, 388, N205, UL12, UL16, UL21, UL22, UL42, UL47, UL70, UL89",Not Applicable,Borough,,2024/08/13 00:00:00+00,40.2524842743102
50902,e08d8bb7-d91c-43bb-a01f-5326586a9bf5,Live,532,North East,Nearside,Seven Sisters Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","259, 279, N279, UL35, UL65, UL66",Not Applicable,TLRN,,2024/08/13 00:00:00+00,532.133641481257
50903,c37ac483-cbab-45eb-b1bd-578327209714,Live,376,South East,Nearside,Lower Road,Southwark,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","1, 47, 108, 188, 199, 225, 381, N1, N199, N381, UL3, UL53, UL95",Not Applicable,Borough,,2024/08/13 00:00:00+00,375.968337202004
50904,cf39ad07-cc0e-41f7-91ce-9ec07bf21180,Live,455,East,Nearside,Broadway,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","207, 483, E3, E8, N83, N207, SL8, UL29, UL82",Not Applicable,Borough,,2024/08/13 00:00:00+00,455.352631405523
50905,b47ba49d-d542-4653-bd15-88a916a29856,Live,134,South,Nearside,Kennington Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 59, 159, 360, N3, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,134.345903573546
50906,092024a7-2619-4047-bf6a-852c2493ae79,Live,152,North West,Nearside,Evelyn Street,Lewisham,07:00-12:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","47, 108, 188, 199, N1, N199, UL53, UL95",Not Applicable,Borough,,2024/08/13 00:00:00+00,152.070409272124
50907,755dddb6-cc5b-4a30-9bdd-6421db8e586b,Live,106,West,Nearside,North Side Wandsworth Common,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","37, 39, 87, 156, 170, 219, 337, 639, 670, N87",Not Applicable,TLRN,,2024/08/13 00:00:00+00,105.615955763353
50908,713ae697-02e4-4624-add2-47a84ea2a396,Live,190,North East,Nearside,Piccadilly,Westminster,16:00-19:00,16:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 14, 19, 22, 23, 38, N9, N19, N22, N38, N97, UL72, UL94, Y23",Not Applicable,Borough,,2024/08/13 00:00:00+00,190.150591333903
50909,eb51df89-c9f8-451d-870a-fc406745dc61,Live,34,South,Nearside,High Road,Haringey,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","149, 259, 279, 341, 349, 476, N279, UL18, UL50, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,34.1767937186489
50910,fd8ddad5-c465-40c1-890f-8b55b51b9d6c,Live,216,East,Nearside,Plumstead Road,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","96, 99, 177, 180, 244, 301, 380, 422, 469, 472, 672, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,215.862077017258
50911,d475f2be-4451-462e-bc2e-33d265938b9a,Live,28,East,Nearside,Lambeth Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 344, N3",Not Applicable,Borough,,2024/08/13 00:00:00+00,27.7527995028325
50912,70372faa-bbb5-4c15-a21f-dc1c039e291d,Live,345,East,Nearside,Graham Road,Hackney,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","38, 242, 277, N38, N242, N277",Not Applicable,Borough,,2024/08/13 00:00:00+00,344.945991826414
50913,5391caec-4285-4127-a984-9c8467cc942e,Live,298,South,Nearside,High Road,Brent,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","18, 83, 92, 182, 223, 483, N18, N83, UL19, UL43, UL92, Y18, Y18N",Not Applicable,Borough,,2024/08/13 00:00:00+00,298.190479024668
50914,a45180b2-7b78-4e9e-9f1e-134a24f9db6f,Live,28,South,Nearside,Green Lanes,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","29, 141, 341, N29, UL8, UL63",Not Applicable,Borough,,2024/08/13 00:00:00+00,27.6466983673205
50915,305362bf-ae92-43fd-85dc-5f2692c1d286,Live,150,East,Nearside,White Lion Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","30, 73, 476, N73, N277",Not Applicable,TLRN,,2024/08/13 00:00:00+00,149.775608534479
50916,aa0b9efe-6540-4bb6-8f72-5c82b8b199fb,Live,89,North,Nearside,Shoreditch High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","8, 26, 35, 47, 78, 135, 149, 205, 388, N8, N26, N205, N242, UL40, UL65, UL66",Not Applicable,TLRN,,2024/08/13 00:00:00+00,88.8670617647452
50917,1507ae71-c94c-4c1f-ba38-49a0a08e0284,Live,126,South,Nearside,Upper Clapton Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","253, 254, N253",Not Applicable,TLRN,,2024/08/13 00:00:00+00,126.270244649992
50918,628a24ba-7ccd-46be-9956-5866c302ceba,Live,58,West,Nearside,Pentonville Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"30, 73, 205, 214, 476, N73, N205",Not Applicable,TLRN,,2024/08/13 00:00:00+00,57.9741798436305
50919,78ee5e1f-e9ba-475c-816b-301ba61f67bf,Live,384,East,Nearside,East India Dock Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 115, D6, N15, N551",Not Applicable,TLRN,,2024/08/13 00:00:00+00,384.236127970676
50920,ad262310-a8f5-408c-8945-23c765256810,Live,101,South,Nearside,Walcot Square,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 59, 159, 360, N3, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,101.34357978799
50921,eb7f232b-72ee-4419-b48f-f74b7de46759,Live,73,South,Nearside,Denmark Hill,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 35, 36, 36X, 40, 42, 45, 68, 148, 171, 176, 185, 345, 468, 484, N68, N89, N136, N171, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,73.2002342807878
50922,ce0fb7ed-5360-429f-b4f7-6439df9f9d06,Live,188,South East,Nearside,Tooting Bec Gardens,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","249, 315, 319, G1",Not Applicable,Borough,,2024/08/13 00:00:00+00,188.184717151237
50923,48a9d09e-4d16-4c0c-8f46-9a44d1fc0649,Live,55,West,Nearside,Priory Road,Haringey,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","144, W3",Not Applicable,Borough,,2024/08/13 00:00:00+00,55.000611929557
50924,8ee0cdf4-050c-4043-8c0e-7d412d0cae42,Live,178,North East,Nearside,St Pauls Road,Barking & Dagenham,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","62, 287, 368, 687",Not Applicable,Borough,,2024/08/13 00:00:00+00,178.425585279548
50925,cf79a4f9-4111-4786-a634-237667aa2b31,Live,671,West,Nearside,Eltham Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","122, 178, 321, 621, N21",Not Applicable,TLRN,,2024/08/13 00:00:00+00,671.381856989502
50926,318d454c-b70b-45a9-ba14-83e0523368cd,Live,52,South East,Nearside,Garratt Lane,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","44, 77, 155, 264, 270, 280, 493, N44",Not Applicable,Borough,,2024/08/13 00:00:00+00,51.6242497632447
50927,dc4fccbc-b982-4cc1-9c1c-f4093eaab825,Live,587,East,Nearside,High Holborn,Camden,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","8, 17, 46, 59, 133, N8, N25, N242",Not Applicable,Borough,,2024/08/13 00:00:00+00,586.707677339178
50928,c2f1f85f-8887-458b-aac4-2369bad04b12,Live,235,North East,Nearside,St John's Hill,Wandsworth,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","37, 39, 87, 156, 170, 295, 337, 344, 639, 670, C3, N19, N31, N87, UL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,235.392133725958
50929,2c613240-c80a-4a7e-a373-2c58dae61fa9,Live,95,South,Nearside,Station Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 47, 75, 89, 129, 136, 178, 181, 185, 199, 208, 225, 261, 273, 284, 321, 436, 484, 621, N21, N89, N136, N199, P4, UL95",Not Applicable,TLRN,,2024/08/13 00:00:00+00,94.8591577585311
50930,0db0b64d-cd60-48f7-aa09-9a67c0780fbe,Live,173,South,Nearside,Albert Embankment,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","77, 344, 360",Not Applicable,TLRN,,2024/08/13 00:00:00+00,173.2565913481
50931,4f6387c6-b8b3-4c73-80ad-902c9090a19b,Live,168,West,Nearside,Westminster Bridge,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","11, 12, 148, 159, 453, N53, N109, N155, N381, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,167.539005417866
50932,1357bff1-bad3-415c-ab63-eec444bc3c3e,Live,220,South,Nearside,Isledon Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","4, 29, 153, 253, 254, 259, N29, N253, N279, UL8, UL28",Not Applicable,TLRN,,2024/08/13 00:00:00+00,220.007010211525
50933,c6e4f016-5dd5-41b9-9a2f-3c757c4fa4f4,Live,71,West,Nearside,Camberwell Church Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 36, 36X, 171, 345, 436, N89, N136, N171, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,70.6061271502181
50934,a70a63a0-47a0-4fe8-9449-97ee37fec68d,Live,447,East,Nearside,Romford Road,Newham,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","25, 86, 425, N25, N86, UL16",Not Applicable,Borough,,2024/08/13 00:00:00+00,447.362653220607
50935,babe415d-6d6e-4144-8090-ba2705519831,Live,95,North West,Nearside,Grange Road,Southwark,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","1, 78, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,94.7885010620425
50936,9734b952-53a7-4614-9d0f-70d0e0f9e7f3,Live,33,South East,Nearside,Baker Road,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"89, 161, 178, 244, 386, 486, N89",Not Applicable,Borough,,2024/08/13 00:00:00+00,32.8017277832684
50937,801ac294-2044-4729-a126-d49d8af02c16,Live,567,North East,Nearside,Dorchester Court,Lambeth,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","68, 468, N68, UL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,567.217714330273
50938,dc226b06-1d1b-4781-b813-976275a70c9d,Live,201,East,Nearside,Peckham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 36, 36X, 136, 171, 343, 345, 436, N89, N136, N171, N343, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,200.571024770747
50939,fe597377-fe78-4509-9a51-7955978af19f,Live,326,South,Nearside,Tibbet's Ride,Wandsworth,"07:00-10:00, 15:00-19:00",10:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","39, 93, 170, 493, 639, 670, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,326.044957692641
50940,a05f3677-593c-47e1-9336-1cc614a43262,Live,139,East,Nearside,The Broadway,Ealing,"07:00-10:00, 16:00-19:00",10:00-18:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","207, 427, N207, SL8, UL81, UL82",Not Applicable,Borough,,2024/08/13 00:00:00+00,138.99582785359
50941,80425c69-df17-4530-ac4b-b5b518f61c79,Live,132,West,Nearside,Woolwich Road,Greenwich,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","161, 177, 180, 472, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,132.275985295026
50942,6125cb77-0843-4880-8cc2-5064ad259133,Live,127,South West,Nearside,Barking Road,Newham,"07:00-10:00, 16:00-19:00",10:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","5, 115, 276, 330, N15",Not Applicable,Borough,,2024/08/13 00:00:00+00,127.316327630796
50943,2e5d9e45-19e9-4383-bcaa-9c2b8e8cade6,Live,426,South,Nearside,Bastable Avenue,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","EL1, EL2, EL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,425.546146635989
50944,36987b96-58f5-4e24-91cd-bf97cb52e632,Live,134,West,Nearside,Bugsbyds Way,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"180, 472, 486",Not Applicable,Borough,,2024/08/13 00:00:00+00,134.265169517924
50945,6a5788ca-8cf5-41bb-a3ec-a05fedc21e1f,Live,96,South,Nearside,Station Road,Harrow,07:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","140, 182, 186, 258, 340, 640, N18, N140, UL13, UL19, Y18N",Not Applicable,Borough,,2024/08/13 00:00:00+00,95.8591418279525
50946,f0b15048-d3d2-466d-91e2-40954d76d470,Live,796,South West,Nearside,Euston Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","1, 18, 30, 46, 63, 68, 73, 91, 205, 214, 390, N5, N20, N63, N73, N91, N205, N253, UL4, Y18",Not Applicable,TLRN,,2024/08/13 00:00:00+00,796.185481592011
50947,0c352135-fbec-467d-b0a3-b6ec902c8d80,Live,28,South,Nearside,Geddes Place,Bexley,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"89, 96, 132, 229, 401, 422, 492, B11, B12, B16, N21, N89",Not Applicable,Borough,,2024/08/13 00:00:00+00,28.3833892950413
50948,fc931200-b3d8-4b38-adb1-0ce73609ae79,Live,87,North East,Nearside,Lambeth Road,Lambeth,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","3, 344, N3",Not Applicable,Borough,,2024/08/13 00:00:00+00,87.2405875797537
50949,a0482b7d-277a-4122-b40f-11bcd6eb7299,Live,216,South,Nearside,Hampstead Road,Transport for London,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","24, 27, 29, 134, N27, N29, N279, Y27, Y27N",Not Applicable,TLRN,,2024/08/13 00:00:00+00,215.79115260742
50950,af80701e-4f00-426e-81f2-0aeecf422444,Live,52,North East,Nearside,Newington Butts,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"133, 155, 196, 333, 415, N133, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,51.6437665009242
50951,52d145fd-7ce6-4296-82a6-77fd78a1f27c,Live,451,North,Nearside,Crystal Palace Parade,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 122, 202, 227, 363, 450, N3, N63",Not Applicable,Borough,,2024/08/13 00:00:00+00,450.521023992924
50952,77f3a9d9-eaeb-4dcf-9897-a595d1b68770,Live,295,North,Nearside,Great Cambridge Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","144, 217, 231, 444, 617",Not Applicable,TLRN,,2024/08/13 00:00:00+00,295.050319459545
50953,3e8cd027-c75b-4536-99f5-fe9d0d298d6c,Live,131,South West,Nearside,Church Road,Ealing,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","90, 120, 140, 282, N7, N140, SL9, UL17, UL74, UL96, Y7N",Not Applicable,Borough,,2024/08/13 00:00:00+00,131.149905280961
50954,79cee1a1-296c-408a-b2d7-25df73602972,Live,85,South East,Nearside,Wansworth Bridge Road,Hammersmith & Fulham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","28, 295, C3, N28, Y28",Not Applicable,Borough,,2024/08/13 00:00:00+00,85.2425222200348
50955,15086c04-f57a-4434-907a-982f319905de,Live,77,North East,Nearside,Victoria Road,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"218, 260, 266, 440, 487, N266, UL1, UL17, UL36, UL49, UL74, UL96, Y218",Not Applicable,Borough,,2024/08/13 00:00:00+00,77.206768121694
50956,94264f2c-986a-4eea-98e7-d58e9426a2ef,Live,647,South East,Nearside,Finchley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","13, 113, N113, UL92",Not Applicable,TLRN,,2024/08/13 00:00:00+00,647.143518590692
